DEBUG [main] - ==>  Preparing: SELECT empno,ename,job,mgr,hiredate,sal,comm,deptno FROM scott.emp WHERE (Ename LIKE ? AND Comm LIKE ? AND Sal LIKE ?)
TRACE [main] - <==        Row: 2837, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2837, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2838, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2838, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2839, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2839, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2840, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2840, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2841, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2841, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2842, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2842, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2843, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2843, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2844, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2844, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2845, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2845, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2846, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2846, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2847, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2847, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2848, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2848, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2849, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2849, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2850, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2850, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2851, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2851, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2852, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2852, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2853, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2853, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2854, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2854, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2855, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2855, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2856, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2856, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2857, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2857, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2858, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2858, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2859, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2859, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2860, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2860, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2861, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2861, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2862, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2862, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2863, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2863, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2864, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2864, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2865, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2865, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2866, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2866, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2867, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2867, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2868, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2868, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2869, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2869, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2870, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2870, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2871, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2871, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2872, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2872, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2873, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2873, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2874, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2874, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2875, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2875, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2876, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2876, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2877, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2877, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2878, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2878, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2879, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2879, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2880, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2880, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2881, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2881, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2882, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2882, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2883, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2883, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2884, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2884, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2885, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2885, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2886, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2886, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2887, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2887, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2888, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2888, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2889, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2889, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2890, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2890, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2891, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2891, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2892, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2892, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2893, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2893, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2894, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2894, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2895, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2895, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2896, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2896, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2897, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2897, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2898, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2898, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2899, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2899, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2900, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2900, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2901, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2901, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2902, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2902, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2903, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2903, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2904, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2904, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2905, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2905, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2906, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2906, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2907, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2907, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2908, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2908, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2909, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2909, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2910, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2910, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2911, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2911, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2912, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2912, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2913, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2913, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2914, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2914, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2915, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2915, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2916, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2916, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2917, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2917, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2918, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2918, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2919, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2919, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2920, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2920, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2921, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2921, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2922, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2922, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2923, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2923, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2924, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2924, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2925, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2925, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2926, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2926, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2927, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2927, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2928, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2928, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2929, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2929, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2930, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2930, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2931, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2931, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2932, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2932, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2933, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2933, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2934, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2934, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2935, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2935, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2936, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2936, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2937, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2937, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2938, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2938, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2939, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2939, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2940, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2940, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2941, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2941, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2942, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2942, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2943, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2943, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2944, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2944, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2945, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2945, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2946, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2946, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2947, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2947, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2948, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2948, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2949, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2949, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2950, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2950, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2951, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2951, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2952, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2952, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2953, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2953, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2954, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2954, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2955, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2955, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2956, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2956, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2957, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2957, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2958, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2958, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2959, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2959, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2960, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2960, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2961, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2961, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2962, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2962, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2963, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2963, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2964, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2964, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2965, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2965, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2966, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2966, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2967, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2967, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2968, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2968, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2969, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2969, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2970, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2970, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2971, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2971, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2972, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2972, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2973, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2973, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2974, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2974, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2975, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2975, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2976, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2976, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2977, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2977, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
TRACE [main] - <==        Row: 2978, default, new, 1, 2023-10-23 18:19:43, 1000, 100, 20
